ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Charles Pinckney NHS,CHPI,National Historic Site,Southeast ,SC,2023,1,"1,215",0,"2,430",0,0,0,0,0,0,0,0,Charles Pinckney NHS,CHPI,National Historic Site,Southeast ,SC,2023,"32,109",0,"64,216",0,0,0,0,0,0,0,0
Charles Pinckney NHS,CHPI,National Historic Site,Southeast ,SC,2023,2,"1,404",0,"2,808",0,0,0,0,0,0,0,0,Charles Pinckney NHS,CHPI,National Historic Site,Southeast ,SC,2023,"32,109",0,"64,216",0,0,0,0,0,0,0,0
Charles Pinckney NHS,CHPI,National Historic Site,Southeast ,SC,2023,3,"3,394",0,"6,788",0,0,0,0,0,0,0,0,Charles Pinckney NHS,CHPI,National Historic Site,Southeast ,SC,2023,"32,109",0,"64,216",0,0,0,0,0,0,0,0
Charles Pinckney NHS,CHPI,National Historic Site,Southeast ,SC,2023,4,"2,649",0,"5,297",0,0,0,0,0,0,0,0,Charles Pinckney NHS,CHPI,National Historic Site,Southeast ,SC,2023,"32,109",0,"64,216",0,0,0,0,0,0,0,0
Charles Pinckney NHS,CHPI,National Historic Site,Southeast ,SC,2023,5,"2,298",0,"4,595",0,0,0,0,0,0,0,0,Charles Pinckney NHS,CHPI,National Historic Site,Southeast ,SC,2023,"32,109",0,"64,216",0,0,0,0,0,0,0,0
Charles Pinckney NHS,CHPI,National Historic Site,Southeast ,SC,2023,6,"2,873",0,"5,746",0,0,0,0,0,0,0,0,Charles Pinckney NHS,CHPI,National Historic Site,Southeast ,SC,2023,"32,109",0,"64,216",0,0,0,0,0,0,0,0
Charles Pinckney NHS,CHPI,National Historic Site,Southeast ,SC,2023,7,"3,181",0,"6,361",0,0,0,0,0,0,0,0,Charles Pinckney NHS,CHPI,National Historic Site,Southeast ,SC,2023,"32,109",0,"64,216",0,0,0,0,0,0,0,0
Charles Pinckney NHS,CHPI,National Historic Site,Southeast ,SC,2023,8,"2,646",0,"5,292",0,0,0,0,0,0,0,0,Charles Pinckney NHS,CHPI,National Historic Site,Southeast ,SC,2023,"32,109",0,"64,216",0,0,0,0,0,0,0,0
Charles Pinckney NHS,CHPI,National Historic Site,Southeast ,SC,2023,9,"3,758",0,"7,517",0,0,0,0,0,0,0,0,Charles Pinckney NHS,CHPI,National Historic Site,Southeast ,SC,2023,"32,109",0,"64,216",0,0,0,0,0,0,0,0
Charles Pinckney NHS,CHPI,National Historic Site,Southeast ,SC,2023,10,"2,956",0,"5,913",0,0,0,0,0,0,0,0,Charles Pinckney NHS,CHPI,National Historic Site,Southeast ,SC,2023,"32,109",0,"64,216",0,0,0,0,0,0,0,0
Charles Pinckney NHS,CHPI,National Historic Site,Southeast ,SC,2023,11,"2,560",0,"5,119",0,0,0,0,0,0,0,0,Charles Pinckney NHS,CHPI,National Historic Site,Southeast ,SC,2023,"32,109",0,"64,216",0,0,0,0,0,0,0,0
Charles Pinckney NHS,CHPI,National Historic Site,Southeast ,SC,2023,12,"3,175",0,"6,350",0,0,0,0,0,0,0,0,Charles Pinckney NHS,CHPI,National Historic Site,Southeast ,SC,2023,"32,109",0,"64,216",0,0,0,0,0,0,0,0
Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest ,,2023,1,192,0,192,0,0,0,0,0,0,0,0,Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest ,,2023,"3,302",0,"3,302",0,0,0,0,0,0,0,0
Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest ,,2023,2,262,0,262,0,0,0,0,0,0,0,0,Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest ,,2023,"3,302",0,"3,302",0,0,0,0,0,0,0,0
Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest ,,2023,3,261,0,261,0,0,0,0,0,0,0,0,Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest ,,2023,"3,302",0,"3,302",0,0,0,0,0,0,0,0
Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest ,,2023,4,250,0,250,0,0,0,0,0,0,0,0,Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest ,,2023,"3,302",0,"3,302",0,0,0,0,0,0,0,0
Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest ,,2023,5,342,0,342,0,0,0,0,0,0,0,0,Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest ,,2023,"3,302",0,"3,302",0,0,0,0,0,0,0,0
Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest ,,2023,6,340,0,340,0,0,0,0,0,0,0,0,Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest ,,2023,"3,302",0,"3,302",0,0,0,0,0,0,0,0
Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest ,,2023,7,676,0,676,0,0,0,0,0,0,0,0,Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest ,,2023,"3,302",0,"3,302",0,0,0,0,0,0,0,0
Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest ,,2023,8,389,0,389,0,0,0,0,0,0,0,0,Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest ,,2023,"3,302",0,"3,302",0,0,0,0,0,0,0,0
Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest ,,2023,9,332,0,332,0,0,0,0,0,0,0,0,Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest ,,2023,"3,302",0,"3,302",0,0,0,0,0,0,0,0
Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest ,,2023,10,258,0,258,0,0,0,0,0,0,0,0,Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest ,,2023,"3,302",0,"3,302",0,0,0,0,0,0,0,0
Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest ,,2023,11,0,0,0,0,0,0,0,0,0,0,0,Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest ,,2023,"3,302",0,"3,302",0,0,0,0,0,0,0,0
Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest ,,2023,12,0,0,0,0,0,0,0,0,0,0,0,Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest ,,2023,"3,302",0,"3,302",0,0,0,0,0,0,0,0
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,GA,2023,1,"237,311",0,"949,242",0,0,0,0,0,0,0,0,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,GA,2023,"3,183,081",0,"12,732,322",0,0,0,0,0,0,0,0
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,GA,2023,2,"256,515",0,"1,026,059",0,0,0,0,0,0,0,0,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,GA,2023,"3,183,081",0,"12,732,322",0,0,0,0,0,0,0,0
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,GA,2023,3,"276,448",0,"1,105,791",0,0,0,0,0,0,0,0,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,GA,2023,"3,183,081",0,"12,732,322",0,0,0,0,0,0,0,0
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,GA,2023,4,"296,461",0,"1,185,843",0,0,0,0,0,0,0,0,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,GA,2023,"3,183,081",0,"12,732,322",0,0,0,0,0,0,0,0
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,GA,2023,5,"302,186",0,"1,208,745",0,0,0,0,0,0,0,0,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,GA,2023,"3,183,081",0,"12,732,322",0,0,0,0,0,0,0,0
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,GA,2023,6,"318,816",0,"1,275,265",0,0,0,0,0,0,0,0,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,GA,2023,"3,183,081",0,"12,732,322",0,0,0,0,0,0,0,0
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,GA,2023,7,"285,423",0,"1,141,692",0,0,0,0,0,0,0,0,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,GA,2023,"3,183,081",0,"12,732,322",0,0,0,0,0,0,0,0
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,GA,2023,8,"303,124",0,"1,212,495",0,0,0,0,0,0,0,0,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,GA,2023,"3,183,081",0,"12,732,322",0,0,0,0,0,0,0,0
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,GA,2023,9,"269,282",0,"1,077,130",0,0,0,0,0,0,0,0,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,GA,2023,"3,183,081",0,"12,732,322",0,0,0,0,0,0,0,0
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,GA,2023,10,"265,020",0,"1,060,081",0,0,0,0,0,0,0,0,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,GA,2023,"3,183,081",0,"12,732,322",0,0,0,0,0,0,0,0
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,GA,2023,11,"206,741",0,"826,963",0,0,0,0,0,0,0,0,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,GA,2023,"3,183,081",0,"12,732,322",0,0,0,0,0,0,0,0
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,GA,2023,12,"165,754",0,"663,016",0,0,0,0,0,0,0,0,Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,GA,2023,"3,183,081",0,"12,732,322",0,0,0,0,0,0,0,0
Chesapeake & Ohio Canal NHP,CHOH,National Historical Park,National Capital ,MD,2023,1,"255,855",990,"518,281",990,0,0,77,15,0,0,273,Chesapeake & Ohio Canal NHP,CHOH,National Historical Park,National Capital ,MD,2023,"4,470,592","11,880","9,538,082","11,880",0,0,"16,653","1,737",0,0,"14,771"
Chesapeake & Ohio Canal NHP,CHOH,National Historical Park,National Capital ,MD,2023,2,"263,587",990,"536,300",990,0,0,157,45,0,0,305,Chesapeake & Ohio Canal NHP,CHOH,National Historical Park,National Capital ,MD,2023,"4,470,592","11,880","9,538,082","11,880",0,0,"16,653","1,737",0,0,"14,771"
Chesapeake & Ohio Canal NHP,CHOH,National Historical Park,National Capital ,MD,2023,3,"331,873",990,"697,353",990,0,0,819,102,0,0,946,Chesapeake & Ohio Canal NHP,CHOH,National Historical Park,National Capital ,MD,2023,"4,470,592","11,880","9,538,082","11,880",0,0,"16,653","1,737",0,0,"14,771"
Chesapeake & Ohio Canal NHP,CHOH,National Historical Park,National Capital ,MD,2023,4,"456,246",990,"975,978",990,0,0,"1,547",173,0,0,"1,807",Chesapeake & Ohio Canal NHP,CHOH,National Historical Park,National Capital ,MD,2023,"4,470,592","11,880","9,538,082","11,880",0,0,"16,653","1,737",0,0,"14,771"
Chesapeake & Ohio Canal NHP,CHOH,National Historical Park,National Capital ,MD,2023,5,"454,578",990,"986,575",990,0,0,"2,339",157,0,0,"1,805",Chesapeake & Ohio Canal NHP,CHOH,National Historical Park,National Capital ,MD,2023,"4,470,592","11,880","9,538,082","11,880",0,0,"16,653","1,737",0,0,"14,771"
Chesapeake & Ohio Canal NHP,CHOH,National Historical Park,National Capital ,MD,2023,6,"462,427",990,"1,004,073",990,0,0,"2,635",174,0,0,"1,592",Chesapeake & Ohio Canal NHP,CHOH,National Historical Park,National Capital ,MD,2023,"4,470,592","11,880","9,538,082","11,880",0,0,"16,653","1,737",0,0,"14,771"
Chesapeake & Ohio Canal NHP,CHOH,National Historical Park,National Capital ,MD,2023,7,"463,765",990,"997,531",990,0,0,"2,115",276,0,0,"1,498",Chesapeake & Ohio Canal NHP,CHOH,National Historical Park,National Capital ,MD,2023,"4,470,592","11,880","9,538,082","11,880",0,0,"16,653","1,737",0,0,"14,771"
Chesapeake & Ohio Canal NHP,CHOH,National Historical Park,National Capital ,MD,2023,8,"427,246",990,"912,344",990,0,0,"1,751",227,0,0,"1,236",Chesapeake & Ohio Canal NHP,CHOH,National Historical Park,National Capital ,MD,2023,"4,470,592","11,880","9,538,082","11,880",0,0,"16,653","1,737",0,0,"14,771"
Chesapeake & Ohio Canal NHP,CHOH,National Historical Park,National Capital ,MD,2023,9,"419,623",990,"913,351",990,0,0,"2,211",131,0,0,"1,775",Chesapeake & Ohio Canal NHP,CHOH,National Historical Park,National Capital ,MD,2023,"4,470,592","11,880","9,538,082","11,880",0,0,"16,653","1,737",0,0,"14,771"
Chesapeake & Ohio Canal NHP,CHOH,National Historical Park,National Capital ,MD,2023,10,"414,625",990,"892,807",990,0,0,"1,566",170,0,0,"1,795",Chesapeake & Ohio Canal NHP,CHOH,National Historical Park,National Capital ,MD,2023,"4,470,592","11,880","9,538,082","11,880",0,0,"16,653","1,737",0,0,"14,771"
Chesapeake & Ohio Canal NHP,CHOH,National Historical Park,National Capital ,MD,2023,11,"295,937",990,"632,535",990,0,0,947,250,0,0,"1,062",Chesapeake & Ohio Canal NHP,CHOH,National Historical Park,National Capital ,MD,2023,"4,470,592","11,880","9,538,082","11,880",0,0,"16,653","1,737",0,0,"14,771"
Chesapeake & Ohio Canal NHP,CHOH,National Historical Park,National Capital ,MD,2023,12,"224,830",990,"470,954",990,0,0,489,17,0,0,677,Chesapeake & Ohio Canal NHP,CHOH,National Historical Park,National Capital ,MD,2023,"4,470,592","11,880","9,538,082","11,880",0,0,"16,653","1,737",0,0,"14,771"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2023,1,"62,702","165,580","126,185","165,580",0,0,0,0,0,0,42,Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2023,"1,021,822","2,230,645","1,913,613","334,597",0,0,0,0,0,0,"2,463"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2023,2,"67,506","176,686","137,347","176,686",0,0,0,0,0,0,213,Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2023,"1,021,822","2,230,645","1,913,613","334,597",0,0,0,0,0,0,"2,463"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2023,3,"95,733","205,547","182,425","205,547",0,0,0,0,0,0,462,Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2023,"1,021,822","2,230,645","1,913,613","334,597",0,0,0,0,0,0,"2,463"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2023,4,"81,742","168,206","156,817","168,206",0,0,0,0,0,0,497,Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2023,"1,021,822","2,230,645","1,913,613","334,597",0,0,0,0,0,0,"2,463"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2023,5,"88,790","193,315","173,040","193,315",0,0,0,0,0,0,513,Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2023,"1,021,822","2,230,645","1,913,613","334,597",0,0,0,0,0,0,"2,463"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2023,6,"92,835","197,241","170,003","197,241",0,0,0,0,0,0,0,Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2023,"1,021,822","2,230,645","1,913,613","334,597",0,0,0,0,0,0,"2,463"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2023,7,"101,164","189,999","176,775","189,999",0,0,0,0,0,0,25,Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2023,"1,021,822","2,230,645","1,913,613","334,597",0,0,0,0,0,0,"2,463"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2023,8,"91,190","203,381","165,458","203,381",0,0,0,0,0,0,10,Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2023,"1,021,822","2,230,645","1,913,613","334,597",0,0,0,0,0,0,"2,463"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2023,9,"93,011","200,789","177,920","200,789",0,0,0,0,0,0,346,Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2023,"1,021,822","2,230,645","1,913,613","334,597",0,0,0,0,0,0,"2,463"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2023,10,"86,217","167,097","150,658","167,097",0,0,0,0,0,0,90,Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2023,"1,021,822","2,230,645","1,913,613","334,597",0,0,0,0,0,0,"2,463"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2023,11,"89,356","182,453","160,560","182,453",0,0,0,0,0,0,230,Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2023,"1,021,822","2,230,645","1,913,613","334,597",0,0,0,0,0,0,"2,463"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2023,12,"71,576","180,351","136,425","180,351",0,0,0,0,0,0,35,Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2023,"1,021,822","2,230,645","1,913,613","334,597",0,0,0,0,0,0,"2,463"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2023,1,"99,632",0,"269,286",0,0,0,179,580,0,0,24,Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2023,"2,082,326",0,"7,213,924",0,0,0,"49,582","28,848",0,0,"14,644"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2023,2,"109,505",0,"303,702",0,0,0,273,901,0,0,8,Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2023,"2,082,326",0,"7,213,924",0,0,0,"49,582","28,848",0,0,"14,644"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2023,3,"140,153",0,"508,797",0,0,0,"2,727","3,288",0,0,"1,210",Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2023,"2,082,326",0,"7,213,924",0,0,0,"49,582","28,848",0,0,"14,644"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2023,4,"157,067",0,"571,061",0,0,0,"3,064","3,096",0,0,"1,682",Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2023,"2,082,326",0,"7,213,924",0,0,0,"49,582","28,848",0,0,"14,644"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2023,5,"257,324",0,"942,592",0,0,0,"7,633","3,399",0,0,"2,970",Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2023,"2,082,326",0,"7,213,924",0,0,0,"49,582","28,848",0,0,"14,644"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2023,6,"301,358",0,"1,150,616",0,0,0,"11,465","4,447",0,0,"3,274",Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2023,"2,082,326",0,"7,213,924",0,0,0,"49,582","28,848",0,0,"14,644"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2023,7,"342,052",0,"1,187,820",0,0,0,"9,863","3,452",0,0,"2,247",Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2023,"2,082,326",0,"7,213,924",0,0,0,"49,582","28,848",0,0,"14,644"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2023,8,"232,011",0,"796,225",0,0,0,"6,095","2,258",0,0,"1,774",Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2023,"2,082,326",0,"7,213,924",0,0,0,"49,582","28,848",0,0,"14,644"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2023,9,"163,381",0,"553,538",0,0,0,"4,255","1,264",0,0,957,Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2023,"2,082,326",0,"7,213,924",0,0,0,"49,582","28,848",0,0,"14,644"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2023,10,"107,249",0,"398,815",0,0,0,"3,009","2,896",0,0,336,Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2023,"2,082,326",0,"7,213,924",0,0,0,"49,582","28,848",0,0,"14,644"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2023,11,"96,600",0,"313,968",0,0,0,879,"2,280",0,0,162,Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2023,"2,082,326",0,"7,213,924",0,0,0,"49,582","28,848",0,0,"14,644"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2023,12,"75,994",0,"217,504",0,0,0,140,987,0,0,0,Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2023,"2,082,326",0,"7,213,924",0,0,0,"49,582","28,848",0,0,"14,644"
Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2023,1,"5,080",300,"29,851",300,0,0,576,496,0,0,0,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2023,"62,582","3,600","413,350","1,200",0,0,"9,418","4,857",0,0,"1,781"
Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2023,2,"6,012",300,"35,974",300,0,0,666,525,0,0,118,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2023,"62,582","3,600","413,350","1,200",0,0,"9,418","4,857",0,0,"1,781"
Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2023,3,"11,227",300,"58,469",300,0,0,"1,090",500,0,0,310,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2023,"62,582","3,600","413,350","1,200",0,0,"9,418","4,857",0,0,"1,781"
Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2023,4,"9,140",300,"56,130",300,0,0,"1,090",667,0,0,323,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2023,"62,582","3,600","413,350","1,200",0,0,"9,418","4,857",0,0,"1,781"
Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2023,5,"4,905",300,"40,406",300,0,0,"1,149",412,0,0,198,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2023,"62,582","3,600","413,350","1,200",0,0,"9,418","4,857",0,0,"1,781"
Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2023,6,"3,137",300,"29,555",300,0,0,945,257,0,0,155,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2023,"62,582","3,600","413,350","1,200",0,0,"9,418","4,857",0,0,"1,781"
Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2023,7,"2,375",300,"15,617",300,0,0,420,127,0,0,58,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2023,"62,582","3,600","413,350","1,200",0,0,"9,418","4,857",0,0,"1,781"
Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2023,8,"1,880",300,"12,093",300,0,0,360,62,0,0,40,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2023,"62,582","3,600","413,350","1,200",0,0,"9,418","4,857",0,0,"1,781"
Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2023,9,"3,429",300,"22,045",300,0,0,545,153,0,0,144,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2023,"62,582","3,600","413,350","1,200",0,0,"9,418","4,857",0,0,"1,781"
Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2023,10,"5,020",300,"41,493",300,0,0,910,716,0,0,183,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2023,"62,582","3,600","413,350","1,200",0,0,"9,418","4,857",0,0,"1,781"
Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2023,11,"5,067",300,"38,123",300,0,0,939,462,0,0,190,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2023,"62,582","3,600","413,350","1,200",0,0,"9,418","4,857",0,0,"1,781"
Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2023,12,"5,310",300,"33,594",300,0,0,728,480,0,0,62,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2023,"62,582","3,600","413,350","1,200",0,0,"9,418","4,857",0,0,"1,781"
Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2023,1,"8,215",0,"4,454",0,0,0,0,0,0,0,0,Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2023,"107,171",0,"58,213",0,0,0,0,0,0,0,0
Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2023,2,"9,405",0,"5,053",0,0,0,0,0,0,0,0,Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2023,"107,171",0,"58,213",0,0,0,0,0,0,0,0
Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2023,3,"10,560",0,"5,860",0,0,0,0,0,0,0,0,Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2023,"107,171",0,"58,213",0,0,0,0,0,0,0,0
Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2023,4,"8,208",0,"5,172",0,0,0,0,0,0,0,0,Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2023,"107,171",0,"58,213",0,0,0,0,0,0,0,0
Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2023,5,"7,932",0,"4,488",0,0,0,0,0,0,0,0,Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2023,"107,171",0,"58,213",0,0,0,0,0,0,0,0
Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2023,6,"7,888",0,"4,467",0,0,0,0,0,0,0,0,Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2023,"107,171",0,"58,213",0,0,0,0,0,0,0,0
Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2023,7,"8,059",0,"4,364",0,0,0,0,0,0,0,0,Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2023,"107,171",0,"58,213",0,0,0,0,0,0,0,0
Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2023,8,"8,582",0,"4,474",0,0,0,0,0,0,0,0,Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2023,"107,171",0,"58,213",0,0,0,0,0,0,0,0
Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2023,9,"8,268",0,"4,589",0,0,0,0,0,0,0,0,Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2023,"107,171",0,"58,213",0,0,0,0,0,0,0,0
Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2023,10,"8,290",0,"4,749",0,0,0,0,0,0,0,0,Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2023,"107,171",0,"58,213",0,0,0,0,0,0,0,0
Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2023,11,"8,828",0,"4,410",0,0,0,0,0,0,0,0,Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2023,"107,171",0,"58,213",0,0,0,0,0,0,0,0
Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2023,12,"12,936",0,"6,133",0,0,0,0,0,0,0,0,Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2023,"107,171",0,"58,213",0,0,0,0,0,0,0,0
City of Rocks NRES,CIRO,National Reserve,Pacific West ,ID,2023,1,"1,005",0,"3,518",0,0,0,0,0,0,0,0,City of Rocks NRES,CIRO,National Reserve,Pacific West ,ID,2023,"92,059",0,"322,209",0,0,0,0,0,0,0,0
