ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2023,1,"7,470",0,"7,470",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2023,"239,950",0,"239,950",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2023,2,"8,750",0,"8,750",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2023,"239,950",0,"239,950",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2023,3,"15,588",0,"15,588",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2023,"239,950",0,"239,950",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2023,4,"24,682",0,"24,682",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2023,"239,950",0,"239,950",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2023,5,"27,366",0,"27,366",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2023,"239,950",0,"239,950",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2023,6,"30,116",0,"30,116",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2023,"239,950",0,"239,950",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2023,7,"36,840",0,"36,840",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2023,"239,950",0,"239,950",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2023,8,"25,286",0,"25,286",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2023,"239,950",0,"239,950",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2023,9,"26,379",0,"26,379",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2023,"239,950",0,"239,950",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2023,10,"18,366",0,"18,366",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2023,"239,950",0,"239,950",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2023,11,"10,018",0,"10,018",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2023,"239,950",0,"239,950",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2023,12,"9,089",0,"9,089",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2023,"239,950",0,"239,950",0,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2023,1,"15,217",600,"100,434",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2023,"3,879,890","47,100","25,804,425","47,100",0,"1,603","120,615","49,074","1,570",0,"9,600"
Acadia NP,ACAD,National Park,Northeast ,ME,2023,2,"15,281",600,"100,853",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2023,"3,879,890","47,100","25,804,425","47,100",0,"1,603","120,615","49,074","1,570",0,"9,600"
Acadia NP,ACAD,National Park,Northeast ,ME,2023,3,"30,822",600,"203,428",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2023,"3,879,890","47,100","25,804,425","47,100",0,"1,603","120,615","49,074","1,570",0,"9,600"
Acadia NP,ACAD,National Park,Northeast ,ME,2023,4,"102,928",600,"596,982",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2023,"3,879,890","47,100","25,804,425","47,100",0,"1,603","120,615","49,074","1,570",0,"9,600"
Acadia NP,ACAD,National Park,Northeast ,ME,2023,5,"340,425","7,500","2,369,803","7,500",0,33,"10,049","3,669",68,0,672,Acadia NP,ACAD,National Park,Northeast ,ME,2023,"3,879,890","47,100","25,804,425","47,100",0,"1,603","120,615","49,074","1,570",0,"9,600"
Acadia NP,ACAD,National Park,Northeast ,ME,2023,6,"566,535","7,500","4,257,742","7,500",0,231,"23,409","10,058",233,0,"1,701",Acadia NP,ACAD,National Park,Northeast ,ME,2023,"3,879,890","47,100","25,804,425","47,100",0,"1,603","120,615","49,074","1,570",0,"9,600"
Acadia NP,ACAD,National Park,Northeast ,ME,2023,7,"767,956","7,500","5,059,220","7,500",0,338,"30,431","12,119",408,0,"2,766",Acadia NP,ACAD,National Park,Northeast ,ME,2023,"3,879,890","47,100","25,804,425","47,100",0,"1,603","120,615","49,074","1,570",0,"9,600"
Acadia NP,ACAD,National Park,Northeast ,ME,2023,8,"774,296","7,500","5,042,016","7,500",0,456,"30,048","10,576",417,0,"2,721",Acadia NP,ACAD,National Park,Northeast ,ME,2023,"3,879,890","47,100","25,804,425","47,100",0,"1,603","120,615","49,074","1,570",0,"9,600"
Acadia NP,ACAD,National Park,Northeast ,ME,2023,9,"643,506","7,500","4,027,568","7,500",0,194,"19,211","9,458",324,0,"1,417",Acadia NP,ACAD,National Park,Northeast ,ME,2023,"3,879,890","47,100","25,804,425","47,100",0,"1,603","120,615","49,074","1,570",0,"9,600"
Acadia NP,ACAD,National Park,Northeast ,ME,2023,10,"541,067","6,000","3,555,236","6,000",0,351,"7,467","3,194",120,0,323,Acadia NP,ACAD,National Park,Northeast ,ME,2023,"3,879,890","47,100","25,804,425","47,100",0,"1,603","120,615","49,074","1,570",0,"9,600"
Acadia NP,ACAD,National Park,Northeast ,ME,2023,11,"66,987",600,"401,921",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2023,"3,879,890","47,100","25,804,425","47,100",0,"1,603","120,615","49,074","1,570",0,"9,600"
Acadia NP,ACAD,National Park,Northeast ,ME,2023,12,"14,870",600,"89,222",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2023,"3,879,890","47,100","25,804,425","47,100",0,"1,603","120,615","49,074","1,570",0,"9,600"
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2023,1,176,127,88,127,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2023,"25,229",939,"24,624",468,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2023,2,216,177,108,177,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2023,"25,229",939,"24,624",468,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2023,3,364,155,182,155,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2023,"25,229",939,"24,624",468,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2023,4,481,174,481,174,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2023,"25,229",939,"24,624",468,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2023,5,707,104,707,104,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2023,"25,229",939,"24,624",468,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2023,6,"4,170",50,"4,170",50,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2023,"25,229",939,"24,624",468,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2023,7,"5,908",41,"5,908",41,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2023,"25,229",939,"24,624",468,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2023,8,"5,436",25,"5,436",25,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2023,"25,229",939,"24,624",468,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2023,9,"4,280",21,"4,280",21,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2023,"25,229",939,"24,624",468,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2023,10,"2,561",21,"2,561",21,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2023,"25,229",939,"24,624",468,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2023,11,475,24,475,24,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2023,"25,229",939,"24,624",468,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2023,12,455,20,228,20,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2023,"25,229",939,"24,624",468,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2023,1,"1,651",0,"1,000",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2023,"40,817",0,"24,834",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2023,2,"3,524",0,"2,134",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2023,"40,817",0,"24,834",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2023,3,"3,750",0,"2,242",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2023,"40,817",0,"24,834",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2023,4,"3,525",0,"2,108",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2023,"40,817",0,"24,834",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2023,5,"4,363",0,"2,611",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2023,"40,817",0,"24,834",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2023,6,"4,486",0,"2,698",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2023,"40,817",0,"24,834",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2023,7,"3,675",0,"2,204",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2023,"40,817",0,"24,834",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2023,8,"2,529",0,"1,507",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2023,"40,817",0,"24,834",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2023,9,"2,643",0,"1,624",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2023,"40,817",0,"24,834",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2023,10,"3,245",0,"2,277",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2023,"40,817",0,"24,834",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2023,11,"4,040",0,"2,422",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2023,"40,817",0,"24,834",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2023,12,"3,386",0,"2,007",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2023,"40,817",0,"24,834",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2023,1,62,0,135,0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2023,"15,562",0,"39,457",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2023,2,55,0,184,0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2023,"15,562",0,"39,457",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2023,3,302,0,"1,114",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2023,"15,562",0,"39,457",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2023,4,512,0,"1,564",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2023,"15,562",0,"39,457",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2023,5,"2,077",0,"5,195",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2023,"15,562",0,"39,457",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2023,6,"3,254",0,"8,004",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2023,"15,562",0,"39,457",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2023,7,"3,214",0,"8,835",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2023,"15,562",0,"39,457",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2023,8,"2,363",0,"5,714",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2023,"15,562",0,"39,457",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2023,9,"2,150",0,"4,909",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2023,"15,562",0,"39,457",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2023,10,"1,140",0,"2,637",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2023,"15,562",0,"39,457",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2023,11,279,0,801,0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2023,"15,562",0,"39,457",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2023,12,154,0,365,0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2023,"15,562",0,"39,457",0,0,0,0,0,0,0,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2023,1,0,0,0,0,0,0,0,0,0,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2023,231,90,"4,277","1,148",0,0,0,0,133,28,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2023,2,0,0,0,0,0,0,0,0,0,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2023,231,90,"4,277","1,148",0,0,0,0,133,28,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2023,3,0,0,0,0,0,0,0,0,0,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2023,231,90,"4,277","1,148",0,0,0,0,133,28,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2023,4,0,0,0,0,0,0,0,0,0,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2023,231,90,"4,277","1,148",0,0,0,0,133,28,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2023,5,0,0,0,0,0,0,0,0,0,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2023,231,90,"4,277","1,148",0,0,0,0,133,28,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2023,6,6,2,82,2,0,0,0,0,2,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2023,231,90,"4,277","1,148",0,0,0,0,133,28,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2023,7,110,40,"2,490",40,0,0,0,0,86,16,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2023,231,90,"4,277","1,148",0,0,0,0,133,28,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2023,8,98,45,"1,406",45,0,0,0,0,36,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2023,231,90,"4,277","1,148",0,0,0,0,133,28,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2023,9,17,3,299,3,0,0,0,0,9,12,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2023,231,90,"4,277","1,148",0,0,0,0,133,28,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2023,10,0,0,0,0,0,0,0,0,0,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2023,231,90,"4,277","1,148",0,0,0,0,133,28,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2023,11,0,0,0,0,0,0,0,0,0,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2023,231,90,"4,277","1,148",0,0,0,0,133,28,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2023,12,0,0,0,0,0,0,0,0,0,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2023,231,90,"4,277","1,148",0,0,0,0,133,28,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2023,1,284,0,710,0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2023,"6,006",0,"15,015",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2023,2,332,0,830,0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2023,"6,006",0,"15,015",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2023,3,981,0,"2,452",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2023,"6,006",0,"15,015",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2023,4,"1,001",0,"2,502",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2023,"6,006",0,"15,015",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2023,5,"1,207",0,"3,018",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2023,"6,006",0,"15,015",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2023,6,"1,002",0,"2,505",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2023,"6,006",0,"15,015",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2023,7,927,0,"2,318",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2023,"6,006",0,"15,015",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2023,8,104,0,260,0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2023,"6,006",0,"15,015",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2023,9,0,0,0,0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2023,"6,006",0,"15,015",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2023,10,0,0,0,0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2023,"6,006",0,"15,015",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2023,11,0,0,0,0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2023,"6,006",0,"15,015",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2023,12,168,0,420,0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2023,"6,006",0,"15,015",0,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2023,1,"6,868",15,"11,505",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2023,"199,612",180,"321,405",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2023,2,"11,967",15,"18,969",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2023,"199,612",180,"321,405",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2023,3,"12,457",15,"19,761",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2023,"199,612",180,"321,405",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2023,4,"17,974",15,"27,726",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2023,"199,612",180,"321,405",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2023,5,"18,475",15,"29,447",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2023,"199,612",180,"321,405",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2023,6,"21,472",15,"34,722",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2023,"199,612",180,"321,405",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2023,7,"21,955",15,"36,292",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2023,"199,612",180,"321,405",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2023,8,"21,018",15,"33,897",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2023,"199,612",180,"321,405",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2023,9,"20,501",15,"33,191",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2023,"199,612",180,"321,405",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2023,10,"20,501",15,"33,618",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2023,"199,612",180,"321,405",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2023,11,"16,073",15,"25,334",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2023,"199,612",180,"321,405",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2023,12,"10,351",15,"16,943",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2023,"199,612",180,"321,405",48,0,0,0,0,0,0,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2023,1,"55,056",0,"411,149",0,0,0,0,770,0,0,0,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2023,"836,733",52,"6,185,299",448,0,0,0,"5,816",0,2,615
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2023,2,"60,581",0,"453,698",0,0,0,0,895,0,0,60,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2023,"836,733",52,"6,185,299",448,0,0,0,"5,816",0,2,615
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2023,3,"62,648",16,"470,227",16,0,0,0,"1,000",0,2,75,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2023,"836,733",52,"6,185,299",448,0,0,0,"5,816",0,2,615
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2023,4,"107,852",25,"795,093",25,0,0,0,558,0,0,90,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2023,"836,733",52,"6,185,299",448,0,0,0,"5,816",0,2,615
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2023,5,"93,468",0,"685,105",0,0,0,0,202,0,0,30,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2023,"836,733",52,"6,185,299",448,0,0,0,"5,816",0,2,615
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2023,6,"77,806",5,"569,872",5,0,0,0,98,0,0,60,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2023,"836,733",52,"6,185,299",448,0,0,0,"5,816",0,2,615
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2023,7,"92,178",0,"673,799",0,0,0,0,75,0,0,0,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2023,"836,733",52,"6,185,299",448,0,0,0,"5,816",0,2,615
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2023,8,"72,351",0,"528,939",0,0,0,0,65,0,0,0,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2023,"836,733",52,"6,185,299",448,0,0,0,"5,816",0,2,615
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2023,9,"61,261",6,"449,518",6,0,0,0,192,0,0,0,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2023,"836,733",52,"6,185,299",448,0,0,0,"5,816",0,2,615
